donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,tuviste_actualizaciones_de_tus_ingresos_laborales_durante_el_ultimo_semestre,de_que_fue_el_ajuste_total_acumulado,en_que_mes_fue_el_ultimo_ajuste,como_consideras_que_estan_tus_ingresos_laborales_comparados_con_el_semestre_anterior,contas_con_beneficios_adicionales,que_tan_conforme_estas_con_tus_ingresos_laborales,estas_buscando_trabajo,pluriempleo,trabajo_de,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,si_trabajas_bajo_un_esquema_hibrido_cuantos_dias_a_la_semana_vas_a_la_oficina,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,en_los_ultimos_6_meseshubo_reduccion_de_personal,la_recomendas_como_un_buen_lugar_para_trabajar,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,vibe_coding,salir_o_seguir_contestando,maximo_nivel_de_estudios,estado,carrera,institucion_educativa,salir_o_seguir_contestando_sobre_las_guardias,cual_es_la_cantidad_maxima_de_entrevistas_que_consideras_aceptable_en_un_proceso_de_seleccion,cual_es_la_combinacion_de_entrevistas_que_consideras_mejor_en_tu_experiencia_como_candidatoa,desafios_tecnicoscomo_los_preferiselegi_todas_las_opciones_que_consideres,cuantas_horas_te_parecen_correctas_dedicarle_a_un_desafio_tecnico_asincronico,cual_de_las_siguientes_frases_representa_mejor_tu_opinion_acerca_de_los_procesos_de_seleccion,salir_o_seguir_contestando_sobre_las_guardias1,tenes_guardias,cuanto_cobras_por_guardia,aclara_el_numero_que_ingresaste_en_el_campo_anterior,tengo_edad,genero,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,sueldo_dolarizado,seniority,_sal
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2700000.0,230000.0,,,Menos de un sueldo,Mix de las anteriores,Uno,15.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",,Designer,8,4,2,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,Aumento por performance del 15%,No sé,6,3,Vibequé?,Responder sobre mis estudios,Posgrado/Especialización,Completo,Diseño Gráfico,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,,,,,,34,Mujer Cis,Sí,False,Senior,2700000.0
Buenos Aires,Part-Time,Contractor,650000.0,650000.0,,,No,No recibo bono,No,0.0,No tuve,1,Ninguna de las anteriores,1,"No, pero escucho ofertas.",,Developer,1,0,0,0,Ninguna de las anteriores,".NET, C#",.NET Core,Microsoft SQL Server,JUnit,De 11  a 50  personas,100% presencial,0,No,Sí,0,4,Hype,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Informática,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,,,,,,,23,Hombre Cis,No,False,Junior,650000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3179000.0,2500000.0,,,No,No recibo bono,Dos,6.0,Abril,2,"Abono de Internet, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Manager / Director,30,2,4,11,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),2,"1 cada 3 meses, por inflación",Sí,10,3,Vibequé?,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Computación,,Terminar encuesta,Entre 2 y 4,"HR, Manager directo/a",,,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Responder sobre guardias,No,0.0,Bruto,52,Hombre Cis,Sí,False,Senior,3179000.0
Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,2500000.0,,,No,No recibo bono,No,0.0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc)",2,"No, pero escucho ofertas.",Tengo dos trabajos full time,Developer,8,0,6,0,"Docker, Linux, SAP","Bash/Shell, CSS, HTML, PHP, SQL","Bootstrap, CodeIgniter, Laravel","MariaDB, MySQL, Percona Server, PostgreSQL, SQLite","PHPUnit, Postman",De 101 a 200 personas,100% remoto,0,,No sé,8,4,Hype,Terminar encuesta,,,,,,,,,,,,,,,38,Hombre Cis,Sí,False,Senior,2500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2504413.0,2084061.0,,,De uno a tres sueldos,Mix de las anteriores,Dos,13.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Developer,4,1,1,0,"Firebase, Android Studio",Kotlin,"Android Jetpack, Dagger-Hilt, Retrofit",MySQL,JUnit,De 2001a 5000 personas,100% remoto,0,,No sé,7,3,Hype,Responder sobre entrevistas técnicas,,,,,,Hasta 2,"Técnica - Coding, Técnica - Diseño & Arquitectura","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a","Más de 8 horas, sin problemas",Valoro procesos con entrevistas técnicas complejas.,Terminar encuesta,,,,34,Hombre Cis,Sí,False,Semi-Senior,2504413.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2952000.0,2301000.0,,,De uno a tres sueldos,Performance individual,Tres,12.0,Junio,3,"Capacitaciones y/o cursos, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",,Developer,4,2,2,0,Linux,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Laravel, Node.js",PostgreSQL,Postman,De 1001 a 2000 personas,Híbrido (presencial y remoto),4,,No,8,4,Hype,Responder sobre mis estudios,Secundario,Completo,,,Terminar encuesta,,,,,,,,,,29,Hombre Cis,Sí,False,Semi-Senior,2952000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2334150.0,1800000.0,,,No,No recibo bono,No,0.0,No tuve,2,"Capacitaciones y/o cursos, Horarios flexibles",2,"Sí, estoy buscando activamente.",,Architect,20,3,1,2,"Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Javascript, PHP, Python, SQL, TypeScript","Angular, Bootstrap, Laravel, Node.js","MongoDB, PostgreSQL","PHPUnit, Postman",De 11  a 50  personas,100% remoto,0,"No, hace 1 año que no hay ajustes",Sí,5,3,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,47,Hombre Cis,Sí,False,Senior,2334150.0
Córdoba,Full-Time,Staff (planta permanente),3300000.0,2650000.0,,,Un sueldo,Convenio,Uno,18.0,Junio,1,"Abono de celular, Comidas pagas / subvencionadas",1,"Sí, estoy buscando activamente.",,Manager / Director,22,22,10,0,"Linux, VMWare, Windows Server, Totvs",VBA,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,UOM,Sí,6,3,Vibequé?,Responder sobre guardias,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,Hasta 2,"HR, Manager directo/a",,,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,47,Hombre Cis,Sí,False,Senior,3300000.0
Santa Fe,Part-Time,Contractor,680000.0,680000.0,,,No,No recibo bono,Uno,10.0,Junio,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",,BI Analyst / Data Analyst,10,5,5,0,Google Cloud Platform,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,,No,0,2,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,53,Hombre Cis,Sí,False,Senior,680000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3876146.12,3048724.0,,,No,No recibo bono,Dos,16.0,Mayo,3,"Capacitaciones y/o cursos, Horarios flexibles",3,"No, pero escucho ofertas.",,Developer,18,9,9,5,"Azure, Docker, Windows Server",".NET, C#, HTML, Java, Javascript, Kotlin, SQL",".NET Core, Bootstrap","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server","Postman, Visual Studio Coded UI",De 11  a 50  personas,100% remoto,0,Ajustes por inflación,No,8,2,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,53,Hombre Cis,Sí,False,Senior,3876146.12
Buenos Aires,Full-Time,Staff (planta permanente),5400000.0,3000000.0,,,Un sueldo,Mix de las anteriores,No,0.0,No tuve,1,"Abono de celular, Comidas pagas / subvencionadas, Horarios flexibles",1,"Sí, estoy buscando activamente.",,Data Scientist,15,15,3,4,"Docker, Linux, SAP","Kotlin, PHP, Python, R","Bootstrap, CodeIgniter, HTMX, jQuery, SAP, TensorFlow","IBM Db2, MariaDB, MySQL, Redis, SQLite",Postman,De 201 a 500 personas,Híbrido (presencial y remoto),3,no,Sí,0,3,Llegó para quedarse,Responder sobre mis estudios,Maestría,En curso,Licenciatura en Ciencia de Datos,UNAB - Universidad de Almirante Brown,Responder sobre entrevistas técnicas,Hasta 2,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,,,,55,Hombre Cis,Sí,False,Senior,5400000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,3500000.0,,,No,No recibo bono,Uno,15.0,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",,Developer,5,0,0,0,Amplitude; Datadog; Sentry,"CSS, HTML, Javascript, TypeScript",Next.js,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,No,10,5,Hype,Terminar encuesta,,,,,,,,,,,,,,,29,Hombre Cis,Sí,False,Semi-Senior,4000000.0
Mendoza,Full-Time,Staff (planta permanente),2300000.0,1840000.0,,,No,No recibo bono,Uno,13.0,Abril,2,Horarios flexibles,2,"No, pero escucho ofertas.",,Hardware,2,2,2,0,"Arduino o similar, Microcontroladores","Arduino, Assembler, C, Java, Kotlin",Flutter,Ninguna de las anteriores,Visual Studio Coded UI,De 51 a 100 personas,Híbrido (presencial y remoto),2,,No,8,3,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,29,Hombre Cis,No,False,Junior,2300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,2500000.0,2000000.0,,,Menos de un sueldo,Mix de las anteriores,Dos,5.0,Mayo,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Developer,3,1,1,0,"Amazon Web Services, Docker, Linux","CSS, HTML, Javascript, TypeScript","Node.js, React.js","MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,No,6,3,Llegó para quedarse,Responder sobre entrevistas técnicas,,,,,,Hasta 2,"HR, Técnica - Coding, Manager directo/a",Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,Menos de 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,,,,27,Hombre Cis,Sí,False,Semi-Senior,2500000.0
Buenos Aires,Full-Time,Staff (planta permanente),3400000.0,3000000.0,,,No,No recibo bono,Dos,7.0,Mayo,2,"Abono de celular, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,8,2,4,0,"Azure, Docker, Google Cloud Platform, Kubernetes, Linux, SAP, VMWare, Windows Server",".NET, HTML, PHP, Python, SQL",".NET Core, Laravel, Node.js, React.js, SAP, WordPress","MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, PostgreSQL, SQLite, Sybase",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),3,IPC,Sí,6,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,32,Hombre Cis,Sí,False,Senior,3400000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1700000.0,1500000.0,,,No,No recibo bono,Dos,25.0,Junio,3,Abono de celular,3,"No, pero escucho ofertas.",,Developer,6,20,6,0,"Windows Server, Dynatrace",".NET, C#, Java, Javascript, SQL, TypeScript",".NET Core, jQuery, React.js",Microsoft SQL Server,Postman,De 51 a 100 personas,Híbrido (presencial y remoto),2,,No,8,3,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,40,Hombre Cis,Sí,False,Senior,1700000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5500000.0,4500000.0,,,De uno a tres sueldos,Performance de la compañía,Más de tres,15.0,Julio,3,"Capacitaciones y/o cursos, Horarios flexibles",2,"No, pero escucho ofertas.",,Architect,14,4,1,3,"Amazon Web Services, Serverless",Python,Ninguno de los anteriores,"Amazon RDS/Aurora, Microsoft SQL Server",Postman,De 2001a 5000 personas,Híbrido (presencial y remoto),1,"Si, por IPC",Sí,7,5,Hype,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Informática,UADE - Universidad Argentina De la Empresa,Terminar encuesta,,,,,,,,,,35,Hombre Cis,Sí,False,Senior,5500000.0
Río Negro,Full-Time,Staff (planta permanente),4088215.0,3236401.0,,,No,No recibo bono,Uno,2.0,Febrero,2,"Abono de Internet, Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,5,1,1,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Bash/Shell, Python",Flask,"Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL","Postman, Artillery",De 201 a 500 personas,100% remoto,0,si una del 2 %,Sí,8,5,Llegó para quedarse,Responder sobre entrevistas técnicas,,,,,,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 4 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,,,,44,Hombre Cis,Sí,False,Semi-Senior,4088215.0
Buenos Aires,Part-Time,Freelance,775000.0,775000.0,,,No,No recibo bono,Uno,6.0,Mayo,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",Tengo dos trabajos full time,QA / Tester,15,0,7,7,Ninguna de las anteriores,"CSS, HTML, Java, Javascript","Angular, Bootstrap, React.js, Vue.js, WordPress",Oracle,"Selenium, accesibikyty checker, axe, etc",De 101 a 200 personas,Híbrido (presencial y remoto),2,"si, solo una sin consulta, me desayune q me prometieron minimo un 10, y solo me aumentaron 6%",No sé,2,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,36,Queer,Sí,False,Senior,775000.0
Santa Fe,Full-Time,Staff (planta permanente),3700000.0,2900000.0,,,Menos de un sueldo,Performance de la compañía,Dos,6.0,Febrero,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Manager / Director,31,13,4,8,"Amazon Web Services, Google Cloud Platform, Kubernetes, Linux","HTML, Javascript, PHP, Python, SQL, TypeScript","Bootstrap, jQuery, Laravel, WordPress","MariaDB, MySQL","PHPUnit, Postman",De 11  a 50  personas,Híbrido (presencial y remoto),2,,Sí,8,2,Hype,Terminar encuesta,,,,,,,,,,,,,,,47,Hombre Cis,Sí,False,Senior,3700000.0
Buenos Aires,Full-Time,Staff (planta permanente),2900000.0,2450000.0,,,No,No recibo bono,Uno,15.0,Junio,4,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",,Developer,5,0,0,1,"Azure, Docker, Kubernetes, Linux",".NET, C#, Go, SQL",.NET Core,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Postman,De 201 a 500 personas,100% remoto,0,Si,No,10,4,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,33,Hombre Cis,Sí,False,Semi-Senior,2900000.0
Entre Ríos,Full-Time,Staff (planta permanente),1313428.0,1109346.0,,,No,No recibo bono,Uno,5.0,Junio,3,Abono de Internet,2,"No, pero escucho ofertas.",Tengo dos trabajos full time,Developer,5,0,0,0,"Docker, Serverless","Javascript, TypeScript","Bootstrap, Next.js, Node.js, React.js",MySQL,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,Una media entre sueldo de empleado de comercio y bancario,No,9,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,38,Hombre Cis,Sí,False,Semi-Senior,1313428.0
Buenos Aires,Full-Time,Staff (planta permanente),3700000.0,3160000.0,,,No,No recibo bono,Uno,6.0,Junio,3,Ninguna de las anteriores,4,"No, estoy muy conforme.",,Developer,5,0,0,0,"Docker, Kubernetes, Linux, SAP, Windows Server","HTML, Javascript, PHP, SQL, TypeScript","Angular, Bootstrap, Laravel, Node.js, React.js, SAP Hana",Microsoft SQL Server,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,Entré hace 3 meses y hubo un ajuste del 6% el mes pasado,Sí,8,5,Hype,Responder sobre mis estudios,Universitario,Completo,Tecnicatura Superior en Sistemas Informáticos,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Coding, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Responder sobre guardias,No,0.0,Neto,33,Hombre Cis,Sí,False,Semi-Senior,3700000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),930000.0,801000.0,,,No,No recibo bono,Dos,10.0,Julio,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,"Sí, estoy buscando activamente.",,Developer,0,0,0,0,"IBM Cloud / Watson, OpenShift",Java,Spring,MongoDB,JUnit,De 2001a 5000 personas,Híbrido (presencial y remoto),2,"Si, se aplica ajustado a la inflacion cada 3 meses",No,7,4,Llegó para quedarse,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Sistemas,UNGS - Universidad Nacional de General Sarmiento,Responder sobre guardias,"Me da igual, no tengo una opinión al respecto","HR, Técnica - Coding, Técnica - Diseño & Arquitectura","Sincrónicos, prefiero el desafío en tiempo real, En plataformas tipo HackerRank o similares",Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,No,0.0,Bruto,24,Hombre Cis,Sí,False,Junior,930000.0
Córdoba,Part-Time,Contractor,1226514.0,1009596.0,,,Menos de un sueldo,Performance individual,Uno,9.0,Mayo,4,Ninguna de las anteriores,3,"Sí, estoy buscando activamente.",,HelpDesk,0,0,0,0,Ninguna de las anteriores,Bash/Shell,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% presencial,0,,No,5,0,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,26,Hombre Cis,No,False,Junior,1226514.0
Buenos Aires,Part-Time,Freelance,1600000.0,1600000.0,,,No,No recibo bono,No,0.0,No tuve,2,Horarios flexibles,2,"No, pero escucho ofertas.",,Developer,3,3,3,0,"Amazon Web Services, Google Cloud Platform, Linux, Cloudflare","CSS, HTML, Javascript, Ruby, TypeScript","Node.js, Rails, React.js, WordPress","Google Cloud Storage, MariaDB, PostgreSQL, Redis, SQLite","Postman, RSpec, Selenium, Vitest",De 2 a 10 personas,100% remoto,0,,No sé,7,5,Hype,Terminar encuesta,,,,,,,,,,,,,,,34,Hombre Cis,Sí,False,Semi-Senior,1600000.0
Ciudad Autónoma de Buenos Aires,Part-Time,Freelance,500000.0,500000.0,,,No,No recibo bono,No,0.0,No tuve,1,Ninguna de las anteriores,1,"No, pero escucho ofertas.",,Developer,0,0,0,0,"Docker, Linux, Donweb cloud","Java, SQL","Hibernate, Spring","MySQL, PostgreSQL",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,,No sé,0,4,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,39,Hombre Cis,Sí,False,Junior,500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1730659.0,1436659.0,,,Menos de un sueldo,Performance grupal,Uno,11.0,Febrero,2,"Ninguna de las anteriores, 2 Flex mensuales y dia de cumpleaños",3,"No, pero escucho ofertas.",,Developer,4,4,4,0,"Azure, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL, TypeScript, VBA, ",".NET Core, Next.js, Node.js, React.js, Vue.js","Microsoft SQL Server, Oracle",Postman,De 2 a 10 personas,100% remoto,0,,No,9,4,Vibequé?,Responder sobre mis estudios,Terciario,En curso,Tecnicatura Superior en Programación,,Terminar encuesta,,,,,,,,,,24,Hombre Cis,Sí,False,Semi-Senior,1730659.0
Río Negro,Full-Time,Staff (planta permanente),2081614.85,1818114.85,,,No,No recibo bono,Uno,2.0,Marzo,3,"Horarios flexibles, Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,5,4,4,0,Windows Server,"Python, SQL",WordPress,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,,No sé,6,4,Llegó para quedarse,Responder sobre guardias,Universitario,Completo,Tecnicatura en Sistemas,UNCOMA - Universidad Nacional del Comahu,Responder sobre entrevistas técnicas,Hasta 2,HR,Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,Menos de 2 horas,Valoro procesos con entrevistas técnicas complejas.,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,28,Hombre Cis,Sí,False,Semi-Senior,2081614.85
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1400000.0,1100000.0,,,No,No recibo bono,Uno,8.0,Abril,2,"Capacitaciones y/o cursos, Horarios flexibles",2,"No, pero escucho ofertas.",,Designer,1,1,1,0,"Figma, paquete Adobe","CSS, HTML",Bootstrap,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),2,"Aumento del 8,52%",No sé,10,3,Hype,Terminar encuesta,,,,,,,,,,,,,,,27,Mujer Cis,No,False,Junior,1400000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3200000.0,2700000.0,,,3+ sueldos,Mix de las anteriores,No,0.0,No tuve,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,UX Researcher,4,1,1,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,MySQL,Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),2,No,No sé,10,3,Hype,Responder sobre mis estudios,Posgrado/Especialización,Completo,Licenciatura en Relaciones del Trabajo,UBA - Universidad de Buenos Aires,Terminar encuesta,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a, Me gustó como fue en Santander, la primera con HR, luego era con varias personas del team","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 8 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Responder sobre mis estudios,,,,40,Mujer Cis,Sí,False,Semi-Senior,3200000.0
